0.000000000000000000e+00 4.018000000000000000e+03 5.294036660116003823e-01
0.000000000000000000e+00 4.700000000000000000e+03 2.348301849842807931e-01
0.000000000000000000e+00 4.493000000000000000e+03 3.868664956901506774e-02
0.000000000000000000e+00 5.640000000000000000e+02 1.888676168247999110e-02
0.000000000000000000e+00 3.071000000000000000e+03 1.723697998271234502e-02
0.000000000000000000e+00 3.718000000000000000e+03 5.243406023594410215e-03
0.000000000000000000e+00 1.765000000000000000e+03 3.480741910608070588e-03
0.000000000000000000e+00 1.535000000000000000e+03 2.487813584472047760e-03
0.000000000000000000e+00 3.017000000000000000e+03 4.007662497749709882e-04
0.000000000000000000e+00 1.140000000000000000e+02 3.820148073292410217e-04
0.000000000000000000e+00 3.524000000000000000e+03 1.005268916812443643e-04
0.000000000000000000e+00 4.379000000000000000e+03 2.440671516312884777e-05
1.000000000000000000e+00 2.148000000000000000e+03 8.705744562778287010e-01
1.000000000000000000e+00 4.690000000000000000e+02 7.865306753669668582e-01
1.000000000000000000e+00 2.981000000000000000e+03 5.520315844716732201e-01
1.000000000000000000e+00 5.320000000000000000e+02 2.657835517252000734e-01
1.000000000000000000e+00 3.726000000000000000e+03 1.708394183903970132e-01
1.000000000000000000e+00 3.271000000000000000e+03 6.522739665558958955e-02
1.000000000000000000e+00 1.282000000000000000e+03 6.018741839636731344e-02
1.000000000000000000e+00 1.003000000000000000e+03 3.609509212438730130e-02
1.000000000000000000e+00 2.290000000000000000e+02 2.588475269541385543e-02
1.000000000000000000e+00 3.054000000000000000e+03 2.523225803189367220e-02
1.000000000000000000e+00 1.367000000000000000e+03 2.127321596848995647e-02
1.000000000000000000e+00 1.418000000000000000e+03 2.102164184185364298e-02
2.000000000000000000e+00 4.346000000000000000e+03 6.233349874283528047e-01
2.000000000000000000e+00 1.478000000000000000e+03 4.304575840328884739e-01
2.000000000000000000e+00 1.061000000000000000e+03 4.088952939584067359e-01
2.000000000000000000e+00 7.110000000000000000e+02 3.276153862525796878e-01
2.000000000000000000e+00 4.611000000000000000e+03 3.188753787617800706e-01
2.000000000000000000e+00 8.380000000000000000e+02 1.681673654080253211e-01
2.000000000000000000e+00 2.273000000000000000e+03 1.634451925343013423e-01
2.000000000000000000e+00 7.300000000000000000e+01 1.393878950045934206e-01
2.000000000000000000e+00 4.548000000000000000e+03 1.070507915398644927e-01
2.000000000000000000e+00 3.283000000000000000e+03 1.051550726005949787e-01
2.000000000000000000e+00 2.090000000000000000e+03 8.301235569511353218e-02
2.000000000000000000e+00 4.983000000000000000e+03 5.673155089936431777e-02
3.000000000000000000e+00 1.610000000000000000e+02 6.306474410363472893e-01
3.000000000000000000e+00 3.445000000000000000e+03 5.005230905909241468e-01
3.000000000000000000e+00 4.987000000000000000e+03 3.864248069953981624e-01
3.000000000000000000e+00 4.380000000000000000e+03 2.660344503754824008e-01
3.000000000000000000e+00 4.342000000000000000e+03 2.347193981240129623e-01
3.000000000000000000e+00 1.109000000000000000e+03 1.557141500016001878e-01
3.000000000000000000e+00 2.507000000000000000e+03 1.325236664467410452e-01
3.000000000000000000e+00 1.247000000000000000e+03 2.180939000937840225e-02
3.000000000000000000e+00 4.859000000000000000e+03 1.806936558363027301e-02
3.000000000000000000e+00 7.360000000000000000e+02 4.454257419495713868e-03
3.000000000000000000e+00 3.688000000000000000e+03 3.503069369495904507e-03
3.000000000000000000e+00 2.666000000000000000e+03 2.345857618135207320e-03
4.000000000000000000e+00 1.152000000000000000e+03 8.242000908364521816e-01
4.000000000000000000e+00 3.280000000000000000e+02 7.006158140581795202e-01
4.000000000000000000e+00 2.671000000000000000e+03 6.139090874300072720e-01
4.000000000000000000e+00 5.160000000000000000e+02 5.137724674342322162e-01
4.000000000000000000e+00 8.680000000000000000e+02 5.126989099335531597e-01
4.000000000000000000e+00 2.532000000000000000e+03 4.700624041928491703e-01
4.000000000000000000e+00 4.872000000000000000e+03 4.436134901978313616e-01
4.000000000000000000e+00 1.828000000000000000e+03 3.752347330657309632e-01
4.000000000000000000e+00 4.490000000000000000e+02 3.615207851943663675e-01
4.000000000000000000e+00 1.726000000000000000e+03 2.734368264784790559e-01
4.000000000000000000e+00 4.102000000000000000e+03 2.730836051823741784e-01
4.000000000000000000e+00 4.470000000000000000e+03 2.535760749961101790e-01
5.000000000000000000e+00 2.986000000000000000e+03 8.693349758664199456e-01
5.000000000000000000e+00 4.100000000000000000e+01 8.456366820870006018e-01
5.000000000000000000e+00 3.824000000000000000e+03 5.343528859483586135e-01
5.000000000000000000e+00 4.460000000000000000e+03 2.294597419385616122e-01
5.000000000000000000e+00 2.720000000000000000e+03 1.377957554701685350e-01
5.000000000000000000e+00 3.320000000000000000e+02 9.758777377880721582e-02
5.000000000000000000e+00 4.500000000000000000e+02 9.454720972360905473e-02
5.000000000000000000e+00 4.442000000000000000e+03 2.968508212533600352e-02
5.000000000000000000e+00 4.167000000000000000e+03 4.626328649561304782e-03
5.000000000000000000e+00 3.198000000000000000e+03 9.079335789354841700e-04
5.000000000000000000e+00 4.369000000000000000e+03 5.580777269386785538e-04
5.000000000000000000e+00 9.270000000000000000e+02 5.449621385510111226e-04
6.000000000000000000e+00 2.838000000000000000e+03 8.172011348338126258e-01
6.000000000000000000e+00 1.882000000000000000e+03 8.121333337930618512e-01
6.000000000000000000e+00 3.500000000000000000e+02 7.328072882234045737e-01
